2.489303282,1
-2.658032523,0
-1.819080356,0
-1.796710154,0
-2.280283485,0
-2.073131596,0
-2.377361205,0
0.687325386,1
-2.209878887,0
-1.910475245,0
-2.051141239,0
0.836539223,1
2.25338153,1
3.079296585,1
3.333378944,1
-2.069079464,0
-2.409807182,0
-2.221969213,0
2.934265367,1
3.041900156,1
2.71199663,1
2.233905099,1
-1.981097224,0
-2.182893668,0
-1.930956584,0
-1.865313554,0
-1.84093018,0
-1.846136673,0
-1.879543092,0
3.009712797,1
2.892694058,1
2.5594399,1
-2.414880082,0
3.121494837,1
-1.963436671,0
-1.970461854,0
2.723858136,1
-1.846869899,0
2.93804175,1
-2.062274797,0
-1.606194773,0
2.806084105,1
-2.211200959,0
2.917267857,1
-2.045360443,0
2.60304382,1
2.414298093,1
0.46251898,1
-2.467085573,0
-1.411121425,0
3.152854016,1
-2.043436066,0
-2.419238791,0
-1.64363452,0
2.120185459,1
1.151032495,1
-1.841204236,0
2.82772705,1
3.200022745,1
-1.868317738,0
-1.874925842,0
-2.053978624,0
2.869962823,1
2.918577154,1
3.142593837,1
-2.306884073,0
-2.365238063,0
0.26376186,1
-1.892105638,0
-1.298587853,0
2.458069456,1
-1.799907326,0
-1.705787137,0
-2.339032489,0
2.799243975,1
-1.941108871,0
2.731378644,1
-2.56136619,0
2.60131485,1
2.589585089,1
-1.577394265,0
0.614923934,1
-1.782453227,0
2.449912702,1
-2.282870267,0
-1.886223585,0
-2.101409485,0
-1.644935037,0
-2.225521559,0
-2.091577514,0
-1.880910849,0
-2.111303725,0
2.938542532,1
2.63701507,1
-2.519926983,0
2.312179482,1
2.499018852,1
-2.0811857,0
2.864649975,1
-1.574564209,0
-1.569667589,0
-2.394749249,0
0.133183861,1
-1.614906653,0
0.338843596,1
0.613398304,1
2.680608311,1
0.897075619,1
2.690683518,1
-2.237020046,0
-2.054462303,0
-1.755288118,0
3.122099732,1
-1.76584141,0
-1.966873059,0
0.405545727,1
-1.96887594,0
-1.544975223,0
0.687325386,1
0.574353022,1
2.682127944,1
-1.994932524,0
-1.883778438,0
-2.049798506,0
2.804177495,1
0.619546706,1
-2.049028944,0
1.952505462,1
0.369809085,1
-2.192216835,0
2.914600177,1
2.856223473,1
2.543990556,1
0.882793326,1
-2.273610311,0
-1.781815803,0
2.122244988,1
2.846683042,1
0.133183861,1
-1.845810999,0
-2.079364864,0
-1.876225783,0
2.629024982,1
2.708698264,1
-2.326311804,0
-2.096918584,0
2.692388081,1
0.118280111,1
-2.36972666,0
-2.254808337,0
1.841865615,1
3.096608696,1
0.490443592,1
-1.873389216,0
-2.113653961,0
-2.039835635,0
-1.987258253,0
-1.928034474,0
0.118280111,1
0.408981908,1
-2.36972666,0
0.929168239,1
-1.681645954,0
0.523704785,1
-2.131012629,0
-1.955360061,0
-2.247759836,0
2.99812212,1
0.93521,1
-1.552828989,0
-2.259559762,0
-2.646835462,0
3.003677622,1
-2.109074826,0
-2.579415461,0
2.741228732,1
2.744472771,1
-1.659122258,0
-2.303115729,0
2.6775621,1
-1.83354022,0
-2.419472229,0
0.756493726,1
-1.675688743,0
-2.18186391,0
-1.637450649,0
-2.150906561,0
2.46149292,1
0.460802299,1
-1.858689999,0
2.464043239,1
2.659566165,1
2.569659767,1
2.615386945,1
0.687325386,1
2.919423105,1
-1.462092916,0
2.834260357,1
2.891622646,1
-2.545014267,0
2.67466295,1
-2.297813324,0
2.851729298,1
2.298283265,1
-1.847127961,0
-1.945204877,0
0.498061219,1
-2.216427622,0
3.101099145,1
-2.772291862,0
2.856223473,1
2.462615064,1
0.868710559,1
-1.989492772,0
-1.899866824,0
2.31081607,1
-2.152230148,0
-2.115585734,0
-1.622089081,0
-1.893050495,0
-1.381155368,0
-1.947188785,0
-2.401694301,0
-2.138578246,0
0.401086914,1
-1.822965571,0
3.413030599,1
-2.437160911,0
-1.697821262,0
0.609294033,1
3.020566304,1
0.424295323,1
0.154924067,1
0.422077155,1
0.987008394,1
-1.860607361,0
2.848013259,1
2.183967746,1
2.569659767,1
-1.738157692,0
-1.740416251,0
-2.123125362,0
-1.930528691,0
2.313328334,1
2.991507376,1
0.419015911,1
3.365823746,1
2.533660952,1
2.828470454,1
-2.001848599,0
2.712135198,1
-1.70909119,0
2.875207676,1
-2.273240896,0
-2.035835072,0
-2.208221286,0
2.174001318,1
